VARIABLE: XBH6.XCED.041.440:DIAPHRAGM

Timestamp (UTC_TIME),Value
2022-11-06 15:32:55.335,2.2779296875000004
2022-11-06 15:33:37.335,2.2779296875000004
2022-11-06 15:34:19.335,2.2779296875000004
2022-11-06 15:35:01.335,2.2779296875000004
2022-11-06 15:35:43.335,2.2779296875000004
2022-11-06 15:36:25.335,2.2779296875000004
2022-11-06 15:37:07.335,2.2779296875000004
2022-11-06 15:37:49.335,2.2779296875000004
2022-11-06 15:38:31.335,2.2779296875000004
2022-11-06 15:39:13.335,2.2779296875000004
2022-11-06 15:39:55.335,2.2779296875000004
2022-11-06 15:40:37.335,2.2779296875000004
2022-11-06 15:41:19.335,2.2779296875000004
2022-11-06 15:42:01.335,2.2779296875000004
2022-11-06 15:42:43.335,2.2779296875000004
2022-11-06 15:43:25.335,2.2779296875000004
2022-11-06 15:44:07.335,2.2779296875000004
2022-11-06 15:44:49.335,2.2779296875000004
2022-11-06 15:45:31.335,2.2779296875000004
2022-11-06 15:46:13.335,2.2779296875000004
2022-11-06 15:46:55.335,2.2779296875000004
2022-11-06 15:47:37.335,2.2779296875000004
2022-11-06 15:48:19.335,2.2779296875000004
2022-11-06 15:49:01.335,2.2779296875000004
2022-11-06 15:49:43.335,2.2779296875000004
2022-11-06 15:50:25.335,2.2779296875000004
2022-11-06 15:51:07.335,2.2779296875000004
2022-11-06 15:51:49.335,2.2779296875000004
2022-11-06 15:52:31.335,2.2779296875000004
2022-11-06 15:53:09.735,2.2779296875000004
2022-11-06 15:53:48.135,2.2779296875000004
2022-11-06 15:54:26.535,2.2779296875000004
2022-11-06 15:55:04.935,2.2779296875000004
2022-11-06 15:55:43.335,2.2779296875000004
2022-11-06 15:56:21.735,2.2779296875000004
2022-11-06 15:57:00.135,2.2779296875000004
2022-11-06 15:57:38.535,2.2779296875000004
2022-11-06 15:58:16.935,2.2779296875000004
2022-11-06 15:58:55.335,2.2779296875000004
2022-11-06 15:59:33.735,2.2779296875000004
2022-11-06 16:00:12.135,2.2779296875000004
2022-11-06 16:00:50.535,2.2779296875000004
2022-11-06 16:01:28.935,2.2779296875000004
2022-11-06 16:02:07.335,2.2779296875000004
2022-11-06 16:02:45.735,2.2779296875000004
2022-11-06 16:03:24.135,2.2779296875000004
2022-11-06 16:04:02.535,2.2779296875000004
2022-11-06 16:04:40.935,2.2779296875000004
2022-11-06 16:05:19.335,2.2779296875000004
2022-11-06 16:05:57.735,2.2779296875000004
2022-11-06 16:06:36.135,2.2779296875000004
2022-11-06 16:07:14.535,2.2779296875000004
2022-11-06 16:07:52.935,2.2779296875000004
2022-11-06 16:08:31.335,2.2779296875000004
2022-11-06 16:09:09.735,2.2779296875000004
2022-11-06 16:09:48.135,2.2779296875000004
2022-11-06 16:10:26.535,2.2779296875000004
2022-11-06 16:11:04.935,2.2779296875000004
2022-11-06 16:11:43.335,2.2779296875000004
2022-11-06 16:12:21.735,2.2779296875000004
2022-11-06 16:13:00.135,2.2779296875000004
2022-11-06 16:13:38.535,2.2779296875000004
2022-11-06 16:14:20.535,2.2779296875000004
2022-11-06 16:15:02.535,2.2779296875000004
