Timestamp (UTC_TIME),PMT0,PMT1,PMT2,PMT3,PMT4,PMT5,PMT6,PMT7,6Fold,7Fold,8Fold,Trigger,TotalHits,Pressure
2022-10-31 15:28:39.735,210292,205014,197320,234713,215752,216357,213901,222594,167765,89454,24256,1059716,1715943,4.302
2022-10-31 15:29:07.335,211919,208083,196934,226547,212283,208455,206704,220678,162997,85980,23075,1051144,1691603,4.301
2022-10-31 15:29:34.935,211330,207302,196936,201635,211637,207856,205255,219401,157953,81484,21075,1052594,1661352,4.302
2022-10-31 15:30:02.535,210624,207902,195399,201869,211738,207476,204800,219757,157747,81290,21104,1047268,1659565,4.301
2022-10-31 15:30:30.135,208293,205592,194117,216742,209278,207489,202918,216904,159564,83292,22267,1035421,1661333,4.301
2022-10-31 15:30:57.735,211538,208285,197300,219710,212028,208200,205434,220252,161992,84795,22783,1051388,1682747,4.301
2022-10-31 15:31:25.335,211330,207840,196752,219258,210624,208402,204882,219116,160943,84489,22394,1051052,1678204,4.302
2022-10-31 15:32:08.535,202674,199545,194149,210270,202915,200682,196944,210977,155847,81911,21875,1012001,1618156,4.302
2022-10-31 15:32:51.735,210104,205812,202847,217675,209190,207905,203800,217241,162024,85392,23032,1040541,1674574,4.302
2022-10-31 15:33:34.935,214577,209898,206456,221443,213502,210913,207537,222186,164974,87504,23490,1061975,1706512,4.301
2022-10-31 15:34:18.135,213356,209345,206266,220572,212557,210006,207104,221158,164466,86849,23590,1058429,1700364,4.302
2022-10-31 15:35:01.335,217867,212956,210789,224940,216935,215106,211254,225338,167937,88910,23999,1076510,1735185,4.301
2022-10-31 15:35:44.535,213557,209002,206472,220295,213095,210193,207038,221037,164699,87298,23353,1054709,1700689,4.302
2022-10-31 15:36:27.735,214531,210605,207814,222171,213662,211168,207273,222333,165321,87067,23396,1062322,1709557,4.302
2022-10-31 15:37:10.935,215776,211705,209243,223411,215312,211730,207541,223329,166281,88454,23749,1069470,1718047,4.301
2022-10-31 15:37:54.135,215344,210745,208680,223488,214961,212353,207982,223689,166410,87893,23618,1067685,1717242,4.301
