Timestamp (UTC_TIME),PMT0,PMT1,PMT2,PMT3,PMT4,PMT5,PMT6,PMT7,6Fold,7Fold,8Fold,Trigger,TotalHits,Pressure
2022-10-29 14:06:49.335,208924,230139,249729,235041,237736,275247,233162,235156,243930,185572,81553,1099862,1905134,4.295
2022-10-29 14:07:03.735,209412,229543,249331,235068,237717,275563,233210,235303,243941,185466,81432,1099889,1905147,4.295
2022-10-29 14:07:18.135,208059,228659,248293,233220,236122,274620,231884,233625,242612,183990,80631,1091378,1894482,4.294
2022-10-29 14:07:32.535,207675,227853,246583,232850,235014,272820,230983,233007,241827,183827,80572,1089024,1886785,4.294
2022-10-29 14:07:46.935,208130,228605,248075,233541,236183,274650,231944,233625,242544,184540,80678,1091003,1894753,4.294
2022-10-29 14:08:01.335,207389,227400,247464,232755,235202,272816,230830,232607,241661,183887,80509,1088177,1886463,4.295
2022-10-29 14:08:15.735,209053,229417,249296,234966,236939,274966,233252,234711,243595,185271,81312,1096684,1902600,4.295
2022-10-29 14:08:30.135,206572,226607,246485,231759,234130,271959,230163,231888,240683,182824,79981,1083008,1879563,4.295
2022-10-29 14:08:44.535,208696,228746,248452,233943,236566,274751,232037,234142,242966,184873,81138,1093587,1897333,4.295
2022-10-29 14:08:58.935,207823,228584,247839,233832,235893,274259,232059,233823,242864,184706,80739,1092081,1894112,4.295
2022-10-29 14:09:13.335,207129,226940,246694,232215,234814,272501,230825,232287,241224,183589,80847,1084746,1883405,4.295
2022-10-29 14:09:27.735,206820,227635,247098,232717,234888,272651,230899,232664,241520,183570,80422,1089112,1885372,4.295
2022-10-29 14:09:42.135,212215,232741,252450,237909,239959,279030,236124,238104,246870,187572,82215,1109814,1928532,4.295
2022-10-29 14:09:56.535,209696,230259,250154,235277,237917,276475,233716,235596,244785,186368,81533,1097971,1909090,4.295
2022-10-29 14:10:10.935,208265,228981,248556,233948,236001,274391,232226,234019,242796,184854,80957,1090937,1896387,4.294
2022-10-29 14:10:25.335,208560,228516,248670,233389,236120,274460,232099,233806,242619,184499,80800,1094781,1895620,4.294
2022-10-29 14:10:39.735,209157,230077,249463,235428,237248,275466,232794,235109,244112,185457,81175,1097613,1904742,4.295
2022-10-29 14:10:54.135,207200,228156,247700,232885,235255,273602,231576,233010,242024,183647,80599,1090210,1889384,4.294
2022-10-29 14:11:08.535,209836,230224,249567,235632,237787,276068,233728,235510,244387,185814,81705,1101915,1908352,4.295
2022-10-29 14:11:22.935,208701,228918,248661,233882,236441,274322,231824,233937,242988,184753,81094,1094458,1896686,4.295
2022-10-29 14:11:37.335,210133,230303,250723,235529,238578,276406,233594,235820,244603,186273,81666,1101929,1911086,4.295
2022-10-29 14:11:51.735,209932,230557,250604,235836,238174,276397,234139,236224,244977,186274,81720,1101283,1911863,4.295
2022-10-29 14:12:06.135,208614,229478,249329,234571,237251,275311,233145,234569,243831,185023,80929,1097899,1902268,4.295
2022-10-29 14:12:20.535,208263,228649,248472,233697,236909,274468,232470,234090,242865,184508,80767,1097098,1897018,4.294
2022-10-29 14:12:34.935,210086,230600,250505,235740,238251,276518,233738,235946,244904,185879,81356,1103169,1911384,4.295
2022-10-29 14:12:49.335,209343,229833,249358,234758,237831,275702,233142,235214,243918,185334,81740,1098649,1905181,4.295
2022-10-29 14:13:03.735,208304,229103,248054,233989,236810,274113,232466,234111,242984,184434,80429,1094027,1896950,4.294
2022-10-29 14:13:18.135,208161,228117,248002,233612,235741,273896,231690,233714,242075,184336,80832,1091870,1892933,4.295
2022-10-29 14:13:32.535,209413,230647,250647,235941,238104,276493,233973,236047,244796,185788,81265,1101433,1911265,4.294
