Timestamp (UTC_TIME),PMT0,PMT1,PMT2,PMT3,PMT4,PMT5,PMT6,PMT7,6Fold,7Fold,8Fold,Trigger,TotalHits,Pressure
2022-11-01 23:40:20.535,10226,10863,13192,9191,18708,17938,13585,14729,302,74,12,1067820,108432,2.474
2022-11-01 23:40:34.935,10205,10653,12070,9180,18507,18178,13378,14774,313,87,16,1033898,106945,2.477
2022-11-01 23:40:49.335,10512,10422,12507,8865,18798,18238,13649,14771,352,97,15,1050823,107762,2.479
2022-11-01 23:41:03.735,10419,10999,12598,9438,18763,19097,14249,14936,346,76,10,1074128,110499,2.481
2022-11-01 23:41:18.135,10443,11015,13046,9484,19647,18577,13725,14887,354,83,11,1055280,110824,2.482
2022-11-01 23:41:32.535,10275,10739,13150,9696,19617,18706,13363,15365,341,95,18,1069115,110911,2.486
2022-11-01 23:41:46.935,10282,10870,12977,9632,19222,19267,14041,15174,330,93,12,1083052,111465,2.487
2022-11-01 23:42:01.335,10565,11244,12012,9185,18722,18145,13434,14901,336,64,9,1049158,108208,2.489
2022-11-01 23:42:15.735,10325,10694,13564,9449,19284,19221,13589,14816,324,92,10,1070442,110942,2.491
2022-11-01 23:42:30.135,10391,11298,12527,9178,18860,18767,14100,14761,339,85,11,1076732,109882,2.494
2022-11-01 23:42:44.535,10591,10717,12083,9440,18927,18538,13364,14637,319,85,14,1039219,108297,2.493
2022-11-01 23:42:58.935,10181,10539,12344,9293,19394,18200,13455,14714,321,82,7,1062876,108120,2.493
2022-11-01 23:43:13.335,10198,10680,12172,9375,19814,18975,13259,14684,305,73,8,1055858,109157,2.493
2022-11-01 23:43:27.735,10762,11082,12047,9402,19433,19024,13520,15248,327,82,7,1050484,110518,2.493
2022-11-01 23:43:42.135,10294,10903,12162,9109,18354,17460,13314,14420,321,74,9,1060501,106016,2.492
2022-11-01 23:43:56.535,10465,10642,13005,9776,19343,19622,13877,14772,333,79,10,1066948,111502,2.492
2022-11-01 23:44:10.935,10165,10672,12621,9598,19358,17699,12865,14379,307,81,15,1046049,107357,2.492
2022-11-01 23:44:25.335,9941,10423,12192,9096,18550,17238,13242,14827,303,81,10,1056605,105509,2.492
2022-11-01 23:44:39.735,10442,10429,12182,9572,19743,18558,13715,14985,334,88,7,1058569,109626,2.491
2022-11-01 23:44:54.135,10338,10592,12005,9277,19410,18885,13622,15253,329,89,10,1051383,109382,2.491
2022-11-01 23:45:08.535,10653,11092,11964,9350,18999,18312,13731,14467,335,87,11,1065116,108568,2.492
2022-11-01 23:45:22.935,10696,10615,12185,9549,19313,18352,13669,14650,331,95,12,1080925,109029,2.491
2022-11-01 23:45:37.335,9878,10436,11935,9249,18986,19001,13580,14792,299,75,16,1042028,107857,2.491
2022-11-01 23:45:51.735,10595,10935,12069,9306,18314,18475,13211,14685,304,85,10,1055273,107590,2.491
2022-11-01 23:46:06.135,10630,10621,12296,9585,18381,17832,13832,15421,310,75,11,1072013,108598,2.491
2022-11-01 23:46:20.535,10460,10813,11816,9211,19002,17937,13472,14394,358,92,13,1037949,107105,2.491
2022-11-01 23:46:34.935,9892,10883,12231,8959,18451,18639,13457,14960,327,76,9,1057174,107472,2.491
2022-11-01 23:46:49.335,10337,11526,13188,9723,19106,19337,14159,15652,364,81,12,1081991,113028,2.491
2022-11-01 23:47:03.735,10171,10552,12143,9223,18530,18497,13433,14396,319,75,6,1048984,106945,2.491
2022-11-01 23:47:18.135,10185,10676,12464,9239,19008,19217,13347,15197,342,95,10,1053771,109333,2.491
2022-11-01 23:47:32.535,10406,10730,12052,9398,18597,18554,13659,14662,330,85,13,1062744,108058,2.491
2022-11-01 23:47:46.935,9926,10680,12198,9097,18109,18070,13194,14375,309,81,15,1047023,105649,2.491
2022-11-01 23:48:01.335,10704,10597,12992,9262,18986,19002,13592,14591,314,73,10,1058879,109726,2.491
2022-11-01 23:48:15.735,10373,11116,12251,9223,18777,18442,13524,14830,347,84,11,1066859,108536,2.491
2022-11-01 23:48:30.135,10558,10912,12671,9193,18559,17696,13468,14214,321,80,17,1047588,107271,2.491
2022-11-01 23:48:44.535,10367,10881,12439,9451,18777,19246,13235,14823,360,97,16,1067265,109219,2.491
2022-11-01 23:48:58.935,10422,10482,12280,9551,18257,18299,13515,15067,323,92,7,1060531,107873,2.491
2022-11-01 23:49:13.335,10654,10724,12201,9322,18506,18122,13953,14618,311,77,15,1061257,108100,2.491
2022-11-01 23:49:27.735,10083,10483,12460,9300,18401,17791,13240,14228,309,68,12,1056478,105986,2.491
2022-11-01 23:49:42.135,10144,10960,12595,9328,18623,18138,14105,14353,319,73,10,1072248,108246,2.491
2022-11-01 23:49:56.535,10354,10545,11781,9310,19401,18975,13746,14438,347,85,9,1051078,108550,2.491
2022-11-01 23:50:10.935,10794,10712,12249,9680,19486,18498,13875,14789,324,91,14,1064751,110083,2.491
2022-11-01 23:50:25.335,10612,10702,12630,9431,19150,18830,13480,15280,312,78,8,1078134,110115,2.491
2022-11-01 23:50:39.735,10408,10127,12002,9403,18856,18323,13675,14212,337,89,13,1055568,107006,2.491
2022-11-01 23:50:54.135,10396,10687,12075,9305,18718,19263,13662,14534,317,82,14,1069280,108640,2.491
2022-11-01 23:51:08.535,10326,10753,12806,9176,18492,18931,13295,14866,360,96,18,1069992,108645,2.49
2022-11-01 23:51:22.935,10709,10569,12326,9233,18131,18870,13258,14786,345,85,8,1042200,107882,2.491
2022-11-01 23:51:37.335,10787,10980,12389,9318,18805,19302,14247,15067,355,86,14,1069733,110895,2.491
2022-11-01 23:51:51.735,10503,11000,12665,9390,18262,17887,14128,15009,312,60,7,1082374,108844,2.491
2022-11-01 23:52:06.135,9881,10774,12263,9285,18776,18943,13457,14301,347,99,17,1059405,107680,2.491
2022-11-01 23:52:20.535,9988,10781,12509,9734,19515,18795,13556,14553,356,96,13,1074966,109431,2.491
2022-11-01 23:52:34.935,10108,10830,12666,9479,18296,17852,13803,15055,316,90,15,1073358,108089,2.488
2022-11-01 23:52:49.335,9901,10576,11930,9200,18443,17368,13594,14607,301,74,8,1036476,105619,2.487
2022-11-01 23:53:03.735,10736,10992,13224,9378,18877,18447,13958,15519,369,96,11,1067548,111131,2.485
2022-11-01 23:53:18.135,10853,11339,12929,9726,19669,19610,13584,14832,363,102,15,1070208,112542,2.482
2022-11-01 23:53:32.535,10273,11042,12587,9465,19004,17910,13527,15353,329,86,10,1062480,109161,2.48
2022-11-01 23:53:46.935,10410,10934,12656,9358,18463,18893,14056,14898,288,79,8,1075247,109668,2.479
2022-11-01 23:54:01.335,10735,10884,13034,9470,19531,18525,14069,15237,359,97,14,1068841,111485,2.477
2022-11-01 23:54:15.735,9965,10189,12692,9145,18306,17829,12970,14154,327,67,10,1041977,105250,2.474
2022-11-01 23:54:30.135,10767,10924,12536,9366,19604,18904,13714,15006,365,112,16,1065238,110821,2.472
2022-11-01 23:54:44.535,10587,11482,12760,9540,18666,17907,13758,15135,313,72,9,1080960,109835,2.471
2022-11-01 23:54:58.935,10332,10712,12464,9257,18822,18408,13605,14544,346,92,15,1050633,108144,2.468
2022-11-01 23:55:13.335,10133,10628,12324,9530,18943,18015,13634,14605,331,74,16,1076363,107812,2.467
2022-11-01 23:55:27.735,10477,10769,12831,9479,18725,18786,13841,14910,349,90,13,1067485,109818,2.466
2022-11-01 23:55:42.135,10062,10636,12462,9553,19706,17710,13470,14220,325,73,12,1054072,107819,2.463
2022-11-01 23:55:56.535,10241,10702,12973,9354,18327,18303,13575,14682,323,79,10,1065126,108157,2.462
2022-11-01 23:56:10.935,10709,10397,12631,9238,18124,18203,13580,14832,307,88,9,1075371,107714,2.46
2022-11-01 23:56:25.335,10515,10662,12016,8970,18507,18441,13238,14378,307,76,13,1052047,106727,2.458
2022-11-01 23:56:39.735,10485,10801,12793,9324,18560,18499,13678,15279,331,79,11,1072425,109419,2.457
2022-11-01 23:56:54.135,10098,10645,12626,9265,18412,18507,13275,14398,321,97,11,1086503,107226,2.454
2022-11-01 23:57:08.535,1644,2047,2406,1542,3592,3149,2436,2681,51,14,1,178824,19497,2.453
2022-11-01 23:57:22.935,10679,10993,12542,9664,18770,18052,13594,15062,352,91,15,1077134,109356,2.451
2022-11-01 23:57:37.335,10446,10592,13016,9301,18689,18211,13990,14894,309,77,5,1075602,109139,2.45
2022-11-01 23:57:51.735,9993,10091,12166,8996,18692,17885,13339,14233,306,62,8,1036278,105395,2.448
2022-11-01 23:58:06.135,10688,10747,12822,9641,19387,20226,13742,14810,347,85,11,1072979,112063,2.446
2022-11-01 23:58:20.535,10360,10484,12400,9350,18801,17558,13846,14572,322,94,12,1068678,107371,2.445
2022-11-01 23:58:34.935,10888,10443,12102,8645,17801,18080,13568,14542,337,97,11,1042264,106069,2.442
2022-11-01 23:58:49.335,10544,10572,12751,9565,19485,17325,13726,14691,343,91,14,1062153,108659,2.441
2022-11-01 23:59:03.735,10968,11160,13547,9738,20232,19279,14098,15164,333,91,13,1077677,114186,2.439
2022-11-01 23:59:18.135,10009,10545,12582,9100,18680,18926,13572,13910,318,80,11,1046832,107324,2.437
2022-11-01 23:59:32.535,10543,11001,12659,9244,18392,18277,13980,15010,312,70,16,1082368,109106,2.436
2022-11-01 23:59:46.935,11049,10824,12747,9782,19755,19166,14245,15612,347,86,16,1085806,113180,2.434
2022-11-02 00:00:01.335,10054,10783,12880,9300,18682,17900,13473,14851,332,74,12,1050470,107923,2.432
2022-11-02 00:00:15.735,10882,10999,13087,9239,19116,19043,13759,15069,396,100,14,1066315,111194,2.431
2022-11-02 00:00:30.135,10646,10934,12800,9711,19336,19393,14050,14793,314,73,9,1078993,111663,2.428
2022-11-02 00:00:44.535,10100,10487,12595,9154,18041,18205,13242,14328,312,79,10,1046988,106152,2.426
2022-11-02 00:00:58.935,10725,10977,12773,9138,19103,19200,13687,14422,316,87,12,1073021,110025,2.425
2022-11-02 00:01:13.335,10171,11301,12868,9567,19130,18522,14112,14943,331,87,12,1080696,110614,2.423
2022-11-02 00:01:27.735,10515,10479,13563,8993,18752,17684,13569,14634,317,88,15,1050532,108189,2.422
2022-11-02 00:01:42.135,10563,10891,12969,9170,18748,17907,13887,14999,329,75,9,1066691,109134,2.419
2022-11-02 00:01:56.535,10294,10598,13035,9348,18991,18233,13691,15137,315,80,12,1074143,109327,2.418
2022-11-02 00:02:10.935,9945,10515,12435,8652,18771,17256,13365,14241,316,89,11,1048422,105180,2.416
2022-11-02 00:02:25.335,10300,10765,13031,9022,19265,18750,13628,14686,329,81,11,1074359,109447,2.415
2022-11-02 00:02:39.735,10458,10613,12742,9572,19309,18359,13586,14933,328,85,12,1077555,109572,2.413
2022-11-02 00:02:54.135,9643,10585,12316,9247,19121,18315,13537,15100,301,76,5,1052494,107864,2.411
2022-11-02 00:03:08.535,10341,10513,12439,8968,19156,17884,13760,14550,303,75,13,1070640,107611,2.41
2022-11-02 00:03:22.935,10416,11011,13081,9339,18967,19239,13613,14922,321,78,7,1071892,110588,2.407
2022-11-02 00:03:37.335,10345,10771,12547,9030,18892,18104,13530,14857,342,86,12,1058327,108076,2.406
2022-11-02 00:03:51.735,10000,10607,12873,9253,18914,17906,13947,15042,324,89,13,1074219,108542,2.403
2022-11-02 00:04:06.135,10716,10987,12813,9244,19214,19206,13814,14481,312,78,9,1077246,110475,2.402
2022-11-02 00:04:20.535,10243,10433,12535,9096,18225,17679,13492,14541,318,77,13,1043962,106244,2.401
2022-11-02 00:04:34.935,9740,10541,12404,9386,18316,17806,13618,15065,300,91,9,1058946,106876,2.398
2022-11-02 00:04:49.335,10337,11042,13008,9370,18992,18586,13814,15415,338,90,13,1066644,110564,2.397
2022-11-02 00:05:03.735,10102,11121,13274,9287,19177,18764,14022,14848,348,88,13,1049878,110595,2.396
2022-11-02 00:05:18.135,11041,11152,12549,9460,19466,17820,14052,15663,334,83,9,1067098,111203,2.393
2022-11-02 00:05:32.535,10218,10716,13419,9271,19126,18339,13948,14635,318,88,18,1079221,109672,2.391
2022-11-02 00:05:46.935,10366,10518,12950,8858,18294,17733,13525,14577,317,84,11,1049121,106821,2.39
2022-11-02 00:06:01.335,10298,10752,12493,8848,19052,18013,13820,15038,307,81,13,1066254,108314,2.388
2022-11-02 00:06:15.735,9827,11248,13534,9211,19025,19128,13939,14761,307,76,8,1074803,110673,2.386
2022-11-02 00:06:30.135,10453,10738,12803,9106,18982,18294,13716,14454,339,84,10,1058769,108546,2.384
2022-11-02 00:06:44.535,10319,10967,13503,9688,19679,18106,14065,15358,333,78,6,1075265,111685,2.383
2022-11-02 00:06:58.935,10544,10968,13124,9483,19805,18386,14090,15011,330,82,7,1077517,111411,2.381
2022-11-02 00:07:13.335,10951,11035,13069,9010,19023,17730,14000,15232,347,83,5,1054954,110050,2.378
2022-11-02 00:07:27.735,10614,11118,13317,9192,19485,18449,13920,14915,307,87,13,1083280,111010,2.377
2022-11-02 00:07:42.135,10653,11011,13736,9442,20381,18637,14104,16020,343,84,12,1083146,113984,2.375
2022-11-02 00:07:56.535,9667,10263,12867,8863,18767,17335,13396,14110,314,87,11,1034370,105268,2.373
2022-11-02 00:08:10.935,10037,10955,12861,9523,19926,18050,13780,15567,361,95,12,1064811,110699,2.372
2022-11-02 00:08:25.335,11086,10993,13049,9379,19758,17945,13574,14885,316,76,8,1067603,110669,2.369
2022-11-02 00:08:39.735,10333,10487,12817,9428,19305,18068,14285,14678,318,81,15,1043379,109401,2.368
2022-11-02 00:08:54.135,10461,10609,12837,9261,19385,17476,13796,15331,317,85,15,1067127,109156,2.367
2022-11-02 00:09:08.535,10551,11000,13346,9302,19492,18304,14313,15116,298,76,12,1077956,111424,2.364
2022-11-02 00:09:22.935,10298,10740,13191,9242,19364,18160,13953,14770,333,84,14,1049845,109718,2.362
2022-11-02 00:09:37.335,10680,11292,13215,9196,20353,19347,14397,16291,362,103,12,1077952,114771,2.361
2022-11-02 00:09:51.735,10576,11292,13695,9759,20652,18693,14405,15866,321,68,8,1074225,114938,2.36
2022-11-02 00:10:06.135,10809,10864,13314,9144,19589,17962,13924,15928,307,78,9,1041777,111534,2.357
2022-11-02 00:10:20.535,10786,11000,12947,9716,19966,19194,15021,15913,326,88,12,1077332,114543,2.356
2022-11-02 00:10:34.935,10579,10980,13613,10208,21487,18625,15062,16619,331,88,12,1079206,117173,2.355
2022-11-02 00:10:49.335,10861,10799,13076,9486,20389,18711,14766,15496,338,88,10,1044503,113584,2.352
2022-11-02 00:11:03.735,10854,11214,13215,9750,20778,19295,14658,16250,302,83,8,1074058,116014,2.351
