Timestamp (UTC_TIME),PMT0,PMT1,PMT2,PMT3,PMT4,PMT5,PMT6,PMT7,6Fold,7Fold,8Fold,Trigger,TotalHits,Pressure
2022-11-05 10:30:04.935,261,171,386,198,261,233,103,104,0,0,0,6,1717,4.397
2022-11-05 10:30:19.335,304,183,381,186,216,255,108,114,0,0,0,5,1747,4.397
2022-11-05 10:30:33.735,7833,4314,8124,7391,16704,9306,4089,5534,62,17,5,273947,63295,4.397
2022-11-05 10:30:48.135,7898,4131,7621,7346,16913,9396,4135,5402,73,16,0,268770,62842,4.397
2022-11-05 10:31:02.535,7724,4094,7893,7061,16621,9294,3933,5351,75,18,1,265862,61971,4.397
2022-11-05 10:31:16.935,7898,4129,7883,7409,17137,9518,4292,5606,74,23,2,273245,63872,4.397
2022-11-05 10:31:31.335,7984,4068,7808,7202,17201,9598,4087,5452,71,18,1,270984,63400,4.397
2022-11-05 10:31:45.735,7886,4041,7576,7094,16491,9018,4136,5413,88,25,3,262787,61655,4.397
2022-11-05 10:32:00.135,8045,3919,7676,7423,16838,9152,4022,5393,80,25,4,269060,62468,4.397
2022-11-05 10:32:14.535,7919,4036,7769,7305,17158,9683,4092,5414,59,14,2,271275,63376,4.397
2022-11-05 10:32:28.935,7829,3800,7654,7288,16358,9569,4040,5294,71,15,0,263168,61832,4.397
2022-11-05 10:32:43.335,7863,4123,7858,7283,16816,9867,4114,5337,76,17,2,265144,63261,4.396
2022-11-05 10:32:57.735,8019,3956,7453,7083,16793,9212,4057,5240,81,23,2,265599,61813,4.397
2022-11-05 10:33:12.135,7667,3973,7695,7120,16667,9651,4020,5269,62,19,2,262841,62062,4.397
2022-11-05 10:33:26.535,7812,3954,7703,7160,16273,9460,4135,5334,62,20,2,264041,61831,4.396
2022-11-05 10:33:40.935,7922,4164,7783,7151,16605,9272,4246,5482,65,12,1,270622,62625,4.396
2022-11-05 10:33:55.335,7656,4027,7601,7060,16299,9209,4053,5189,80,19,2,262978,61094,4.397
2022-11-05 10:34:09.735,7971,4017,7957,7220,16476,9230,4281,5244,59,14,1,271074,62396,4.397
2022-11-05 10:34:24.135,7834,3894,7601,7146,16674,8932,4087,5319,84,19,2,269075,61487,4.397
2022-11-05 10:34:38.535,7451,3905,7457,6814,15943,8830,4019,5163,71,20,5,257659,59582,4.396
2022-11-05 10:34:52.935,7969,3841,7398,7112,16495,8979,3994,5284,75,22,0,265117,61072,4.396
2022-11-05 10:35:07.335,7948,3824,7352,7296,15928,8985,3929,5269,91,21,4,260002,60531,4.396
2022-11-05 10:35:21.735,7730,3883,7506,7046,16205,10003,4013,5244,62,16,2,261388,61630,4.397
2022-11-05 10:35:36.135,7697,3968,7450,7013,16303,9267,4228,5229,79,23,5,264976,61155,4.397
2022-11-05 10:35:50.535,7826,4014,7367,7095,16169,8915,4026,5252,73,22,2,264862,60664,4.397
2022-11-05 10:36:04.935,7747,3932,7325,6879,15912,9021,3841,4930,65,14,3,257502,59587,4.396
2022-11-05 10:36:19.335,7612,3799,7468,6957,16229,8334,3861,5015,69,15,3,263882,59275,4.396
2022-11-05 10:36:33.735,7789,3948,7352,7073,16528,9355,4122,5277,71,12,1,264285,61444,4.396
2022-11-05 10:36:48.135,7628,3910,7561,6943,16286,8598,4080,5146,79,22,5,261414,60152,4.396
