nm,0,1
227,79.34,75.05
226,78.95,74.62
225,78.61,74.18
224,78.26,73.73
223,77.84,73.27
222,77.45,72.79
221,77.04,72.3
220,76.61,71.78
219,76.17,71.26
218,75.71,70.73
217,75.26,70.22
216,74.75,69.64
215,74.28,69.1
214,73.8,68.5
213,73.29,67.93
212,72.76,67.35
211,72.21,66.77
210,71.69,66.19
209,71.19,65.58
208,70.63,65
207,70.08,64.4
206,69.56,63.78
205,68.97,63.22
204,68.39,62.64
203,67.81,62.05
202,67.26,61.45
201,66.67,60.87
200,66.12,60.29
