"Wavelength, µm","T"
0.497055,0.938456620796085
0.499237,0.9384818975985741
0.501428,0.9385086516905172
0.503629,0.9385351059740838
0.50584,0.9385614913247275
0.508061,0.9385895495681807
0.510291,0.9386153269213372
0.512531,0.93864126683032
0.514781,0.9386666779722496
0.517041,0.9386903102195637
0.519311,0.938715363790623
0.521591,0.9387403505241397
0.52388,0.938765038129321
0.52618,0.9387894311773117
0.52849,0.9388137583053277
0.53081,0.9388380198076594
0.53314,0.9388603254424447
0.535481,0.938883774557215
0.537831,0.9389073873772629
0.540192,0.9389307073224896
0.542564,0.9389537346546025
0.544946,0.938976698130303
0.547338,0.9389995980590444
0.549741,0.9390222062324253
0.552154,0.9390431481945584
0.554578,0.939065178887435
0.557012,0.9390871472242568
0.559458,0.9391090569785104
0.561914,0.9391290990755528
0.56438,0.9391506621086064
0.566858,0.9391721672841825
0.569346,0.9391918261633679
0.571846,0.9392127592891227
0.574356,0.9392318602109457
0.576877,0.9392526812056807
0.57941,0.9392732153070029
0.581953,0.9392934596780521
0.584508,0.939312132951177
0.587074,0.9393307619719606
0.589651,0.9393506185474536
0.59224,0.9393701894885144
0.59484,0.9393882150004478
0.597451,0.9394076793504719
0.600074,0.9394268588182031
0.602708,0.9394445129909208
0.605354,0.9394635887241037
0.608011,0.9394806922025782
0.61068,0.9394979847168745
0.613361,0.9395164502062717
0.616054,0.9395331945681784
0.618758,0.9395515586163494
0.621475,0.9395696410063878
0.624203,0.9395860204437675
0.626943,0.9396023598927332
0.629695,0.9396186595141147
0.632459,0.9396360900134095
0.635236,0.9396520755407337
0.638025,0.9396691801376592
0.640825,0.9396848500011568
0.643639,0.9397018595644884
0.646464,0.9397174468770508
0.649302,0.939732536762712
0.652152,0.9397478182287093
0.655015,0.9397641851004231
0.657891,0.9397791565494721
0.660779,0.9397952009302464
0.66368,0.939809862037331
0.666593,0.9398244856279296
0.669519,0.9398390728908305
0.672458,0.9398533940506361
0.67541,0.9398687611064521
0.678375,0.9398830046604675
0.681353,0.939896982614221
0.684345,0.9399122207369337
0.687349,0.9399258922312207
0.690366,0.9399397584071091
0.693397,0.9399531306966783
0.696441,0.9399664680918448
0.699498,0.9399797707494236
0.702569,0.9399930396996087
0.705653,0.9400075300005565
0.708751,0.9400204957685986
