Pressure,6Fold,7Fold,8Fold
3.50,0.0,0.0,0.0
3.51,0.0,0.0,0.0
3.52,0.0,0.0,0.0
3.53,0.0,0.0,0.0
3.54,3.5999999999999994e-05,0.0,0.0
3.55,3.5999999999999994e-05,3.5999999999999994e-05,0.0
3.56,0.012275999999999999,0.0014039999999999999,7.199999999999999e-05
3.57,0.329904,0.135432,0.04194
3.58,0.6201359999999999,0.43966799999999995,0.22499999999999998
3.59,0.6939719999999999,0.6233399999999999,0.43113599999999996
3.60,0.7065359999999999,0.6827759999999999,0.5468399999999999
3.61,0.708444,0.6976079999999999,0.5909399999999999
3.62,0.7084079999999999,0.7007039999999999,0.6045839999999999
3.63,0.7088039999999999,0.7017479999999999,0.6109559999999999
3.64,0.708444,0.7006319999999999,0.6082559999999999
3.65,0.7091279999999999,0.7025759999999999,0.6120359999999999
3.66,0.7088399999999999,0.7011,0.6131519999999999
3.67,0.7088399999999999,0.7022519999999999,0.609084
3.68,0.7090199999999999,0.7021439999999999,0.6104879999999999
3.69,0.70866,0.6996959999999999,0.5954759999999999
3.70,0.708876,0.692892,0.5680799999999999
3.71,0.7198199999999999,0.679356,0.49233599999999994
3.72,0.7230239999999999,0.6355439999999999,0.37072799999999995
3.73,0.6857639999999999,0.5119199999999999,0.219348
3.74,0.562572,0.31715999999999994,0.09377999999999999
3.75,0.35503199999999996,0.148608,0.04518
3.76,0.18341999999999997,0.068544,0.033156
3.77,0.09881999999999999,0.045683999999999995,0.031175999999999995
3.78,0.06271199999999999,0.039023999999999996,0.031211999999999997
3.79,0.047771999999999995,0.037079999999999995,0.030635999999999997
3.80,0.041867999999999995,0.036036,0.031139999999999998
3.81,0.038664,0.03549599999999999,0.031211999999999997
3.82,0.037152,0.035604,0.030707999999999996
3.83,0.03664799999999999,0.035351999999999995,0.030923999999999997
3.84,0.036359999999999996,0.035244,0.029843999999999996
3.85,0.036216,0.035171999999999995,0.028331999999999996
3.86,0.035856,0.034092,0.023615999999999998
3.87,0.035064,0.030419999999999996,0.016776
3.88,0.031895999999999994,0.023687999999999997,0.008927999999999998
3.89,0.027107999999999997,0.014759999999999999,0.0039239999999999995
3.90,0.016163999999999998,0.005039999999999999,0.0005759999999999999
3.91,0.007307999999999999,0.0014399999999999999,7.199999999999999e-05
3.92,0.0021239999999999996,0.00010799999999999998,0.0
3.93,0.000792,7.199999999999999e-05,0.0
3.94,0.00025199999999999995,0.0,0.0
3.95,0.00014399999999999998,0.0,0.0
3.96,7.199999999999999e-05,3.5999999999999994e-05,0.0
3.97,3.5999999999999994e-05,0.0,0.0
3.98,0.0,0.0,0.0
3.99,0.0,0.0,0.0
4.00,7.199999999999999e-05,0.0,0.0
4.01,0.0,0.0,0.0
4.02,0.0,0.0,0.0
4.03,0.0,0.0,0.0
4.04,0.0,0.0,0.0
4.05,0.0,0.0,0.0
4.06,0.0,0.0,0.0
4.07,3.5999999999999994e-05,0.0,0.0
4.08,0.0014399999999999999,0.00028799999999999995,3.5999999999999994e-05
4.09,0.013859999999999999,0.0035639999999999995,0.0005759999999999999
4.10,0.058427999999999994,0.023975999999999997,0.006515999999999999
4.11,0.126576,0.07592399999999999,0.028295999999999998
4.12,0.18187199999999998,0.13643999999999998,0.066924
4.13,0.21556799999999998,0.17845199999999997,0.10825199999999999
4.14,0.23929199999999998,0.21319199999999996,0.14446799999999999
4.15,0.24850799999999998,0.23169599999999999,0.166896
4.16,0.252252,0.24274799999999996,0.18842399999999998
4.17,0.25289999999999996,0.24753599999999998,0.20163599999999998
4.18,0.25333199999999995,0.24883199999999997,0.20800799999999997
4.19,0.25311599999999995,0.24980399999999997,0.21322799999999997
4.20,0.253152,0.25041599999999997,0.21556799999999998
4.21,0.25326,0.250596,0.21790799999999996
4.22,0.253368,0.25106399999999995,0.21610799999999997
4.23,0.25343999999999994,0.2502,0.21517199999999997
4.24,0.25340399999999996,0.250164,0.21481199999999998
4.25,0.25311599999999995,0.24901199999999998,0.20743199999999998
4.26,0.25343999999999994,0.24706799999999998,0.19774799999999998
4.27,0.252216,0.24271199999999998,0.183024
4.28,0.25117199999999995,0.23468399999999998,0.166644
4.29,0.24469199999999997,0.21545999999999998,0.133488
4.30,0.23068799999999998,0.18709199999999998,0.09845999999999999
4.31,0.204696,0.14536799999999997,0.06263999999999999
4.32,0.15595199999999998,0.09345599999999998,0.030275999999999997
4.33,0.10025999999999999,0.044964,0.010764
4.34,0.049463999999999994,0.016776,0.0030239999999999998
4.35,0.016884,0.004319999999999999,0.0007199999999999999
4.36,0.00486,0.0007559999999999999,0.00010799999999999998
4.37,0.000792,0.00010799999999999998,0.0
4.38,0.00021599999999999996,0.0,0.0
4.39,3.5999999999999994e-05,3.5999999999999994e-05,0.0
4.40,0.0,0.0,0.0
4.41,0.0,0.0,0.0
4.42,0.0,0.0,0.0
4.43,0.0,0.0,0.0
4.44,0.0,0.0,0.0
4.45,0.0,0.0,0.0
4.46,0.0,0.0,0.0
4.47,0.0,0.0,0.0
4.48,0.0,0.0,0.0
4.49,0.0,0.0,0.0
4.50,0.0,0.0,0.0
