VARIABLE: XBH6.XCED.041.440:Counts,,,,,,,,,,,,
,,,,,,,,,,,,
Timestamp (UTC_TIME),Array Values,,,,,,,,,,,
07-11-2022 17:00,3707,2754,4116,3948,7194,6746,2695,3416,84,22,3,260206
07-11-2022 17:01,3673,2649,4180,3911,7223,7276,2850,3296,68,16,2,263899
07-11-2022 17:02,3695,2789,4042,3974,7094,7541,2701,3159,63,15,3,262763
07-11-2022 17:02,3563,2678,3883,3998,6878,6591,2873,3340,75,19,2,263851
07-11-2022 17:03,3463,2818,4386,4086,7470,7125,2921,3294,73,19,4,264679
07-11-2022 17:04,3540,2696,4286,3918,7269,6848,2832,3417,73,14,3,264716
07-11-2022 17:04,3508,2836,4181,4197,7187,6807,2894,3312,81,16,1,265517
07-11-2022 17:05,3501,2619,4038,3990,7074,6768,2884,3164,68,14,2,260686
07-11-2022 17:06,3614,2680,4219,3859,7223,6894,2906,3402,77,15,1,262217
07-11-2022 17:07,3493,2703,4295,3958,7020,7019,2810,3202,57,16,2,260275
07-11-2022 17:07,3360,2662,4202,4019,7168,6485,2977,3305,57,10,2,263406
07-11-2022 17:08,3651,2779,4262,4162,7656,6978,3015,3593,77,20,3,264298
07-11-2022 17:08,3715,2911,4437,4246,7614,6839,3056,3524,64,17,2,264066
07-11-2022 17:09,3804,2799,4290,4165,7984,6558,2943,3556,61,14,3,263747
07-11-2022 17:09,61,23,186,30,96,93,22,44,0,0,0,0
07-11-2022 17:10,3613,2770,4276,3869,7365,6681,2815,3434,56,13,5,250172
07-11-2022 17:10,3597,2755,4082,3860,7494,6797,3081,3744,68,11,1,246108
07-11-2022 17:11,3511,2633,4053,3853,7807,6308,2878,3594,75,13,2,250654
07-11-2022 17:11,3507,2693,3990,3756,8267,6604,2897,3524,64,15,4,252657
07-11-2022 17:12,3806,2604,4383,4100,9166,6562,3032,3778,93,16,2,251462
07-11-2022 17:12,4015,2739,4408,4295,9659,6923,3095,3928,64,13,0,254289
07-11-2022 17:13,3976,2768,4321,4295,9895,6865,3255,3924,85,19,1,254941
07-11-2022 17:13,4215,2781,4368,4158,10131,6822,3037,3951,68,14,2,245374
