VARIABLE: XBH6.XCED.041.440:Counts

Timestamp (UTC_TIME),Array Values
2022-11-03 19:20:40.935,138909,61071,69243,88047,107258,89703,59044,132546,913,80,4,1050858
2022-11-03 19:21:19.335,146060,66923,75855,93984,115560,93381,62673,140396,1398,151,12,1050688
2022-11-03 19:21:57.735,145443,65988,74686,94904,118139,94085,62957,140813,1403,140,10,1052495
2022-11-03 19:22:36.135,145694,65721,75439,95566,119172,94745,62307,139862,1483,150,10,1053217
2022-11-03 19:23:14.535,147099,65837,74985,94187,119888,94349,63482,141708,1396,115,11,1051928
2022-11-03 19:23:52.935,146834,65813,74507,94140,119076,92827,63343,142802,1326,127,8,1054897
2022-11-03 19:24:31.335,147320,67034,74808,93009,118072,92468,63085,143410,1429,135,10,1050272
2022-11-03 19:25:09.735,146642,65866,73322,91564,115750,92352,63645,142752,1401,122,8,1043009
2022-11-03 19:25:48.135,149545,67139,74689,92622,117308,93904,64732,146815,1432,152,17,1054544
2022-11-03 19:26:26.535,150730,68109,74702,91672,118491,93521,66263,148730,1623,171,13,1039630
2022-11-03 19:27:04.935,158728,74888,80643,96627,124552,98097,73568,159474,2604,250,13,1034219
2022-11-03 19:27:43.335,160527,75577,80087,97348,124293,98778,75080,163159,2763,250,20,1040086
2022-11-03 19:28:21.735,161348,76148,80111,96335,124115,99031,74686,164758,2700,269,17,1042765
2022-11-03 19:29:00.135,161190,76712,79376,96118,122410,97590,74581,163919,2607,249,9,1036135
2022-11-03 19:29:38.535,163589,77167,80659,95812,123486,96900,74947,165128,2604,255,12,1044713
2022-11-03 19:30:16.935,163759,77568,80313,95254,122714,98017,75567,165662,2721,257,29,1043753
2022-11-03 19:30:55.335,164927,78190,80826,95521,122667,98715,75665,167967,2668,250,14,1048264
2022-11-03 19:31:33.735,166173,77755,80216,95732,123597,97891,77455,169123,2726,282,23,1048422
2022-11-03 19:32:15.735,170765,84006,85250,98739,127923,101414,81894,175933,3736,374,17,1043048
2022-11-03 19:32:57.735,187918,102332,99651,111910,142138,114135,103126,198839,10257,1252,74,1037958
2022-11-03 19:33:39.735,112098,73273,69394,72150,85708,69085,69389,117622,17544,3353,258,549683
2022-11-03 19:34:21.735,214065,138913,128914,135224,161739,132194,138882,227444,34217,6771,549,1044014
2022-11-03 19:35:03.735,219203,147412,136690,141175,166313,139259,148897,231748,45744,10286,973,1032412
2022-11-03 19:35:45.735,241325,182061,169163,169413,185762,165704,184173,247096,95355,32003,5016,1045405
2022-11-03 19:36:27.735,264567,219660,205977,201884,206511,197459,221757,259137,159737,78300,19472,1057479
2022-11-03 19:37:09.735,261734,219293,205646,200713,203682,194785,220684,256897,159487,78868,19677,1051164
2022-11-03 19:37:51.735,266610,228167,215171,209406,208931,204606,229238,257959,175032,94573,26764,1053427
2022-11-03 19:38:33.735,275980,245943,236077,232465,222838,228127,246009,260188,207424,134863,49103,1051064
2022-11-03 19:39:15.735,279703,257025,252339,253350,238646,246505,256565,258925,229119,172120,76706,1042894
2022-11-03 19:39:57.735,284160,261332,256230,257739,243573,253030,260773,262292,233309,176486,80170,1055454
2022-11-03 19:40:39.735,285097,262894,258479,260995,246240,255704,261217,262386,235745,181880,84362,1055061
2022-11-03 19:41:21.735,282251,262019,259186,264793,253170,260687,261027,259396,238313,190415,93959,1043501
2022-11-03 19:42:03.735,283576,263688,261357,270967,266003,265451,262692,259616,242373,199908,103052,1045508
2022-11-03 19:42:45.735,283259,264425,262891,272255,268957,266412,264173,260485,243935,202213,105301,1047150
2022-11-03 19:43:27.735,285238,265432,264648,273816,272402,268921,264505,261661,245146,204189,107583,1051156
